,user_ids,support,itemsets,period,property_values,depth,size,a,itemset_name
1340,"[112979, 139416, 143121, 154486, 162796, 172305, 175030, 181624, 181642, 185215, 189855, 195211, 208744, 227626, 236598, 242232, 249816, 271158, 293652, 300745, 310952, 330069, 332788, 346950, 353744, 364850, 366241, 366593, 375949, 380333, 389597, 401272, 409352, 422871, 424597, 429826, 447143, 449596, 449925, 451129, 463278, 464835, 465370, 465771, 471256, 474442, 476646, 477056, 483240, 516402, 517918, 528869, 531668, 554525, 560324, 574649, 592856, 606739, 617626, 624033, 651586, 728393, 731930, 794690, 795567, 804528, 821793, 831612, 832718, 875487, 897154, 899725, 923784, 932199, 947757, 1019603, 1091025, 1091502, 1102967, 1105858, 1181760, 1187405, 1196711, 1218585, 1224446]",85, 4131,2019-02-01,1,0.6666666666666666,85,1,['RECLAVAGEPJE20U']
1344,"[108765, 129603, 134545, 138395, 145772, 155384, 170729, 184904, 197750, 200564, 201887, 208815, 218465, 224646, 234827, 244680, 271265, 274836, 285732, 287608, 312774, 322061, 327025, 336040, 341101, 343539, 350820, 358181, 361384, 372572, 372863, 376854, 387836, 388979, 392833, 392865, 412468, 414778, 415562, 416555, 419307, 420016, 422630, 430278, 432995, 435521, 438646, 445663, 464519, 464868, 475454, 489861, 501835, 506984, 513469, 525118, 529543, 531486, 541689, 553602, 563748, 574838, 579553, 600607, 605319, 614102, 649714, 649774, 679237, 722327, 722810, 739929, 741468, 749724, 759771, 785547, 790252, 838612, 908504, 918260, 934354, 996264, 1011496, 1015959, 1030971, 1072461, 1107167, 1158085, 1170319, 1187758, 1202978, 1219333, 1226252, 1242689]",94, 4133,2019-02-01,1,0.6666666666666666,94,1,['RECLAVAGEPJE']
1346,"[287608, 361384, 419307, 1107167, 1226252]",5, 4133 4130,2019-02-01,1,0.6666666666666666,5,1,"['RECHARGELAVAGE', 'RECLAVAGEPJE']"
1348,"[233415, 273854, 325217, 385630, 392937]",5, 2949 2094,2019-02-01,1,0.6666666666666666,5,1,"['ADBLUE10L', 'TWLAVEGLACE']"
1349,"[123294, 193871, 576301, 612518, 895218, 1009010, 1150728]",7, 2975 163,2019-02-01,1,0.6666666666666666,7,1,['TXWLAVEGLACE']
1350,"[146314, 420839, 463253, 506632, 590478, 1032078, 1107167, 1188909, 1216244]",9, 2975 4077,2019-02-01,1,0.6666666666666666,9,1,"['TOTALADBLUE10L', 'TXWLAVEGLACE']"
1351,"[124464, 131514, 134163, 150303, 214182, 225099, 277301, 297139, 414193, 448590, 463253, 530944, 546857, 873816, 895218, 953343, 1017280, 1032078, 1107167]",19, 2975 4140,2019-02-01,1,0.6666666666666666,19,1,"['RECHARGELAVAGETW-D', 'TXWLAVEGLACE']"
1352,"[131514, 134163, 150303, 277301, 448590, 530944, 546857, 895218]",8, 2975 4140 4116,2019-02-01,1,0.6666666666666666,8,1,"['LAVAGECLU', 'RECHARGELAVAGETW-D', 'TXWLAVEGLACE']"
1353,"[101318, 107844, 120055, 122370, 124069, 133892, 135414, 137090, 138810, 144512, 147432, 149421, 151806, 154183, 157011, 170158, 173319, 174578, 187495, 202350, 223641, 224262, 233415, 235596, 238173, 249680, 250456, 255972, 263882, 265084, 266849, 273854, 274199, 276372, 282533, 288642, 296915, 307210, 314790, 323051, 325217, 334874, 341270, 349530, 364676, 376043, 385630, 392937, 402485, 403184, 407186, 425664, 429826, 434499, 467407, 475419, 475420, 478470, 480899, 487336, 500915, 505779, 524662, 537145, 540428, 555013, 557371, 559661, 576902, 579539, 581731, 597071, 598394, 598520, 598832, 602965, 613272, 614304, 618311, 623950, 649715, 652979, 657257, 707139, 740325, 752577, 756311, 787610, 805164, 810351, 821955, 843255, 884542, 896292, 899503, 912284, 922200, 933827, 952141, 955120, 963091, 963689, 980992, 989360, 998649, 1021380, 1029030, 1062170, 1063767, 1074022, 1080102, 1091993, 1099947, 1112122, 1150209, 1151882, 1154685, 1163746, 1184128, 1189420, 1198803, 1215438, 1219333, 1220580, 1224008, 1225176, 1227732, 1235941, 1239872]",129, 2094,2019-02-01,1,0.6666666666666666,129,1,['ADBLUE10L']
1355,"[233415, 265084, 467407, 896292, 933827, 1029030, 1184128, 1224008]",8, 2094 4130,2019-02-01,1,0.6666666666666666,8,1,"['ADBLUE10L', 'RECHARGELAVAGE']"
1356,"[187495, 480899, 500915, 505779, 555013, 581731, 752577, 896292, 1029030, 1150209]",10, 2094 4129,2019-02-01,1,0.6666666666666666,10,1,"['ADBLUE10L', 'RECHARGELAVAGETW-A']"
1357,"[133892, 273854, 598520, 787610, 1239872]",5, 2094 163,2019-02-01,1,0.6666666666666666,5,1,['ADBLUE10L']
1358,"[274199, 429826, 740325, 1080102, 1235941]",5, 2094 2971,2019-02-01,1,0.6666666666666666,5,1,"['ADBLUE10L', 'TW10LINGUETTE']"
1359,"[133892, 173319, 341270, 478470, 579539, 787610, 955120, 1163746]",8, 2094 4077,2019-02-01,1,0.6666666666666666,8,1,"['ADBLUE10L', 'TOTALADBLUE10L']"
1361,"[101763, 103814, 108805, 112044, 139038, 140093, 141207, 148600, 153673, 156096, 157663, 160429, 163332, 175203, 191225, 200898, 205764, 211111, 214182, 233415, 234495, 234800, 240562, 243852, 247287, 250153, 261502, 264832, 269154, 270189, 273854, 276634, 287608, 295084, 296700, 302998, 312163, 319484, 320242, 321909, 322387, 325217, 335616, 350820, 361488, 364804, 369391, 371342, 371485, 371498, 380551, 382344, 385630, 387572, 392937, 397272, 399284, 401082, 410425, 420751, 426406, 435733, 440725, 447519, 450548, 450559, 453834, 455425, 463253, 464928, 470271, 477520, 480366, 485421, 488325, 490190, 495325, 498529, 516709, 534548, 542397, 544364, 547162, 547578, 548075, 567321, 570803, 571960, 596052, 599279, 600467, 602583, 606632, 615217, 616924, 621060, 633114, 638210, 655399, 680679, 696120, 725594, 734827, 738293, 742006, 745339, 756073, 771171, 779241, 835212, 838634, 854407, 873470, 879040, 880837, 882335, 899788, 904958, 916245, 929968, 951994, 953991, 954307, 959463, 970215, 979326, 982864, 991393, 1009010, 1013535, 1015129, 1019603, 1030053, 1038025, 1048509, 1057197, 1071331, 1074308, 1075029, 1097881, 1099487, 1106981, 1155827, 1160772, 1163690, 1171818, 1177137, 1191135, 1196346, 1205694, 1213768, 1214116, 1220313, 1221464, 1236516, 1238912, 1245438]",157, 2949,2019-02-01,1,0.6666666666666666,157,1,['TWLAVEGLACE']
1362,"[108805, 141207, 175203, 234800, 247287, 287608, 312163, 369391, 371498, 382344, 453834, 480366, 485421, 498529, 567321, 596052, 599279, 616924, 696120, 738293, 756073, 838634, 899788, 951994, 979326, 1019603, 1038025, 1163690]",28, 2949 4116,2019-02-01,1,0.6666666666666666,28,1,"['LAVAGECLU', 'TWLAVEGLACE']"
1363,"[191225, 211111, 233415, 234495, 240562, 276634, 287608, 335616, 364804, 397272, 477520, 485421, 542397, 567321, 570803, 616924, 725594, 738293, 835212, 854407, 899788, 959463, 979326, 1074308, 1097881, 1220313]",26, 2949 4130,2019-02-01,1,0.6666666666666666,26,1,"['RECHARGELAVAGE', 'TWLAVEGLACE']"
1364,"[287608, 485421, 567321, 616924, 738293, 899788, 979326]",7, 2949 4130 4116,2019-02-01,1,0.6666666666666666,7,1,"['LAVAGECLU', 'RECHARGELAVAGE', 'TWLAVEGLACE']"
1366,"[295084, 322387, 435733, 463253, 1163690, 1236516, 1245438]",7, 2949 4077,2019-02-01,1,0.6666666666666666,7,1,"['TOTALADBLUE10L', 'TWLAVEGLACE']"
1367,"[108805, 214182, 261502, 320242, 440725, 463253, 571960, 734827, 1163690, 1205694]",10, 2949 4140,2019-02-01,1,0.6666666666666666,10,1,"['RECHARGELAVAGETW-D', 'TWLAVEGLACE']"
1368,"[214182, 371498, 397272, 450548, 463253, 567321, 596052, 879040, 899788, 951994, 1009010]",11, 2949 2975,2019-02-01,1,0.6666666666666666,11,1,"['TWLAVEGLACE', 'TXWLAVEGLACE']"
1369,"[371498, 567321, 596052, 899788, 951994]",5, 2949 2975 4116,2019-02-01,1,0.6666666666666666,5,1,"['LAVAGECLU', 'TWLAVEGLACE', 'TXWLAVEGLACE']"
1370,"[149358, 261384, 285430, 320791, 341803, 382719, 394148, 447204, 452539, 464208, 493464, 516505, 517641, 583553, 599279, 602997, 622174, 687466, 695135, 711135, 747609, 749414, 899733, 942898, 964541, 982864, 998545, 1047955, 1052803, 1106776, 1167989, 1171502, 1204097, 1208302, 1238217]",35, 6974,2019-02-01,1,0.6666666666666666,35,1,['REDBULLBTE25CL']
1371,"[174212, 217297, 237374, 353700, 366033, 445261, 472493, 475855, 477520, 505071, 514356, 549038, 653292, 813375, 819320, 917858, 1163559, 1201555]",18, 6184 4130,2019-02-01,1,0.6666666666666666,18,1,['RECHARGELAVAGE']
1374,"[103218, 119454, 133014, 162167, 174525, 322387, 457930, 582405, 603143, 776007, 893080, 1174792, 1211526, 1213768, 1215110]",15, 2226,2019-02-01,1,0.6666666666666666,15,1,['GRANOLACHOCO184G']
1377,"[187833, 195197, 199673, 266265, 277744, 899638, 903640, 911614, 964541, 988692, 1071032]",11, 1669,2019-02-01,1,0.6666666666666666,11,1,['CRPAINAUXRAISINS']
1390,"[124464, 138389, 146574, 171795, 191857, 270189, 287842, 339378, 408099, 429537, 483143, 490190, 493932, 526976, 566352, 756073, 794248, 881163, 887080, 1215839]",20, 4091,2019-02-01,1,0.6666666666666666,20,1,['QUARTZINLGLIFE5W30']
1397,"[150303, 162167, 177933, 180415, 228538, 266414, 314234, 366241, 381808, 470752, 473831, 578038, 622174, 669327]",14, 4636,2019-02-01,1,0.6666666666666666,14,1,['NET.JANTE500MLNEOCLEAN']
1404,"[143668, 209988, 424865, 531053, 573223, 988692, 998545, 1014685, 1037716, 1058591]",10, 6995,2019-02-01,1,0.6666666666666666,10,1,['PAGOFRAISE33C']
1416,"[288348, 294360, 327681, 363005, 387660, 397272, 414193, 450524, 454161, 583156, 741764, 765409, 817519, 873816, 904661, 972104, 980431, 999728, 1089632, 1213768, 1243476]",21, 2915,2019-02-01,1,0.6666666666666666,21,1,['TW16LINGETTESPLASTIQUES']
1417,"[288348, 327681, 397272, 414193, 450524, 972104, 999728]",7, 2915 4130,2019-02-01,1,0.6666666666666666,7,1,"['RECHARGELAVAGE', 'TW16LINGETTESPLASTIQUES']"
1418,"[123501, 172406, 276711, 341310, 350143, 355192, 364658, 526900, 615898, 738892, 824247, 939477, 997283, 1054914, 1155422, 1183011, 1220893]",17, 3885,2019-02-01,1,0.6666666666666666,17,1,['SDWDAUNATMIMI']
1420,"[140614, 184791, 334136, 375338, 425686, 510060, 869865, 872971, 915245, 995709, 1039101, 1044697, 1218881, 1237802]",14, 610,2019-02-01,1,0.6666666666666666,14,1,['CROHOTDOGBACONCHEESE']
1424,"[162796, 172406, 439351, 526900, 881754, 908239, 989317]",7, 2328,2019-02-01,1,0.6666666666666666,7,1,"['VOLVICTCHEFRT.CITRON1,5L']"
1460,"[156974, 286769, 342631, 403759, 485101, 519362, 526900, 550799, 567971, 602247, 632424, 779524, 978552, 989289, 1008136]",15, 2857,2019-02-01,1,0.6666666666666666,15,1,['PERRIERCITRON']
1461,"[109765, 120927, 130464, 144573, 351525, 358181, 375104, 380689, 393980, 440809, 451429, 460089, 592631, 777174, 789578, 832733, 1196280]",17, 2948,2019-02-01,1,0.6666666666666666,17,1,['TWLAVEGLACEH2L']
1465,"[149358, 164011, 263990, 452539, 545944, 596325, 872031, 901144, 910611, 1163690, 1174792]",11, 3411,2019-02-01,1,0.6666666666666666,11,1,['CRISTALINE1L']
1468,"[151126, 174525, 233569, 298688, 381774, 384893, 399087, 444052, 532690, 575459, 748232, 754409, 757634, 865378, 913528, 935434, 1108996]",17, 5536,2019-02-01,1,0.6666666666666666,17,1,['BOUNTYLAIT3BO']
1469,"[138118, 156366, 204328, 464842, 481773, 520531, 574649, 622174, 747446, 823514, 874415, 993844, 1007975, 1159268, 1168442, 1211308, 1238217, 1241233]",18, 6019,2019-02-01,1,0.6666666666666666,18,1,"[""TWIX'XTRA75G""]"
1470,"[369654, 378563, 887891, 997051, 1058591, 1071032]",6, 3341 3337,2019-02-01,1,0.6666666666666666,6,1,"['SALADEANTIBES320G', 'SALADEMANHATTA']"
1474,"[121128, 189043, 344415, 523822, 905482, 1174792]",6, 4105 4129,2019-02-01,1,0.6666666666666666,6,1,"['LAVAGE4PLEIN', 'RECHARGELAVAGETW-A']"
1475,"[113487, 116969, 192624, 216620, 245144, 305419, 309153, 338042, 364345, 405080, 410819, 497696, 510060, 512483, 520059, 523273, 575459, 582622, 599279, 621707, 881754, 1166433, 1219843, 1238198, 1238385]",25, 699,2019-02-01,1,0.6666666666666666,25,1,[]
1476,"[309153, 338042, 364345, 405080, 410819, 512483, 520059]",7, 699 1855,2019-02-01,1,0.6666666666666666,7,1,['CRSANDWICHCLASSIC']
1485,"[158388, 169094, 193219, 220023, 282500, 394646, 424857, 464167, 478858, 624505, 675152, 723615, 863192, 895765, 1044594, 1161081, 1163442]",17, 1,2019-02-01,1,0.6666666666666666,17,1,[]
1486,"[112041, 113487, 116969, 118478, 171222, 216620, 307210, 369654, 425001, 443409, 449166, 497696, 510886, 538673, 554079, 575459, 881754, 901873, 1039101, 1123126, 1155422, 1176893, 1185744]",23, 608,2019-02-01,1,0.6666666666666666,23,1,['CRSANDPREMIUM']
1487,"[113487, 171222, 425001, 575459, 1155422, 1185744]",6, 608 1615,2019-02-01,1,0.6666666666666666,6,1,"['CRFLANNATURE', 'CRSANDPREMIUM']"
1488,"[113487, 116969, 216620, 497696, 575459, 881754]",6, 608 699,2019-02-01,1,0.6666666666666666,6,1,['CRSANDPREMIUM']
1494,"[121128, 140387, 179122, 179416, 189043, 212139, 219957, 248530, 262427, 314813, 321172, 321909, 344415, 474027, 480136, 523822, 539813, 584381, 586680, 595399, 905482, 906775, 914699, 1171265, 1174792]",25, 4105,2019-02-01,1,0.6666666666666666,25,1,['LAVAGE4PLEIN']
1495,"[171222, 192562, 211249, 313130, 337743, 363138, 381774, 462055, 575459, 626293, 942898, 1044697, 1056623, 1075098, 1163180, 1219843, 1238385, 1238732]",18, 688,2019-02-01,1,0.6666666666666666,18,1,['CREVIANPET50CL']
1496,"[144221, 521161, 778698, 1189972, 1233005]",5, 1846 4077,2019-02-01,1,0.6666666666666666,5,1,['TOTALADBLUE10L']
1502,"[101532, 146883, 270220, 309153, 338042, 364345, 381774, 391033, 405080, 410819, 425001, 453193, 465158, 484135, 509527, 512483, 520059, 599727, 688336, 819320, 849340, 872971, 884582, 1201555, 1236675]",25, 1855,2019-02-01,1,0.6666666666666666,25,1,['CRSANDWICHCLASSIC']
1503,"[270220, 410819, 453193, 512483, 1236675]",5, 1855 1538,2019-02-01,1,0.6666666666666666,5,1,"['CRSANDWICHCLASSIC', 'RECHARGECAFÉCLUB2\x80']"
1504,"[111958, 123777, 199673, 270220, 399691, 480562, 493984, 578301, 608651, 622371, 907465, 953767, 1061637, 1071032, 1123126]",15, 1622,2019-02-01,1,0.6666666666666666,15,1,['CRPAINAUCHOCOLAT']
1509,"[215571, 252641, 284980, 387459, 460608, 548999, 582405, 679482, 760414, 869865, 905059, 908239, 950781, 989317, 998545, 1014952, 1029914, 1058591, 1070841, 1093004, 1115900, 1206278, 1218994, 1226895, 1235206, 1238217]",26, 2390,2019-02-01,1,0.6666666666666666,26,1,[]
1510,"[112041, 156096, 195197, 216255, 355952, 449166, 460754, 462055, 514775, 518714, 521894, 578301, 594239, 600388, 600449, 622371, 849340, 903640, 907465, 972937, 1040391, 1071032, 1236675]",23, 455,2019-02-01,1,0.6666666666666666,23,1,[]
1511,"[130555, 144223, 158513, 179101, 190629, 205866, 242618, 293261, 380539, 412252, 412481, 527976, 550156, 553406, 572165, 592024, 633283, 753456, 843326, 1018363, 1038955]",21, 5630,2019-02-01,1,0.6666666666666666,21,1,['MARS51G']
1516,"[157480, 181027, 350143, 508618, 531053, 548624, 779524, 1058591]",8, 6990,2019-02-01,1,0.6666666666666666,8,1,['PAGOACE33CLP']
1519,"[101105, 124784, 144221, 212031, 215998, 229076, 366974, 391085, 408811, 454609, 474401, 502688, 521161, 699477, 778466, 778698, 880197, 1189972, 1218394, 1233005]",20, 1846,2019-02-01,1,0.6666666666666666,20,1,[]
1521,"[103218, 107536, 140965, 156366, 167298, 182377, 191017, 191426, 201250, 321120, 337538, 392706, 417692, 535929, 572030, 908239, 963615, 1010411, 1064451, 1121384, 1150667, 1172787, 1226895]",23, 3878,2019-02-01,1,0.6666666666666666,23,1,['TRIANGLEJAMBOM']
1524,"[230124, 328201, 337592, 533301, 547651, 579539, 1197110, 1240402, 1245083]",9, 57,2019-02-01,1,0.6666666666666666,9,1,[]
1525,"[123777, 158939, 162585, 171222, 179988, 199673, 258523, 277744, 305678, 355952, 449743, 509527, 512483, 523273, 552778, 565366, 791569, 849340, 971894, 972937, 1166433, 1200584]",22, 602,2019-02-01,1,0.6666666666666666,22,1,['CRSANDWHICHOCEANIQUE(NEW)']
1527,"[112044, 116969, 118478, 162585, 183398, 233569, 264552, 285430, 305419, 313130, 357076, 369654, 451646, 486628, 526900, 575459, 818643, 928890, 986779, 1044697, 1078607, 1155422, 1163180]",23, 649,2019-02-01,1,0.6666666666666666,23,1,[]
1528,"[264552, 486628, 575459, 986779, 1155422]",5, 649 1615,2019-02-01,1,0.6666666666666666,5,1,['CRFLANNATURE']
1529,"[116969, 118478, 369654, 575459, 1155422]",5, 649 608,2019-02-01,1,0.6666666666666666,5,1,['CRSANDPREMIUM']
1543,"[167428, 260118, 351525, 369654, 378563, 380150, 428202, 446067, 531521, 683849, 738258, 887891, 979705, 997051, 1043027, 1054006, 1058591, 1071032, 1235962]",19, 3341,2019-02-01,1,0.6666666666666666,19,1,['SALADEANTIBES320G']
1545,"[167298, 191426, 337538, 417692, 1010411]",5, 3878 1547,2019-02-01,1,0.6666666666666666,5,1,"['SACBOUTIQUEKRAFT', 'TRIANGLEJAMBOM']"
1548,"[164593, 182809, 221812, 265739, 266087, 394148, 490024, 499566, 521183, 521885, 524087, 546839, 654138, 869407, 911614, 988692, 1001746, 1030880, 1077767, 1121384]",20, 1378,2019-02-01,1,0.6666666666666666,20,1,['BDPAINRAISIN']
1554,"[149358, 206055, 231893, 286769, 382663, 392706, 404122, 435178, 488446, 557398, 570490, 594535, 600449, 745567, 802579, 829273, 872031, 896272, 945336, 1010411, 1090029, 1193925, 1204127, 1226895, 1238217]",25, 3278,2019-02-01,1,0.6666666666666666,25,1,['SDWCLAJBONBEURRE125G']
1555,"[195200, 217297, 237374, 309445, 309563, 338042, 339445, 344630, 380689, 392932, 427966, 454219, 460697, 461997, 500586, 555151, 558639, 560373, 570060, 580123, 734827, 881500, 939408, 939722, 1067863, 1080244, 1106362]",27, 6180,2019-02-01,1,0.6666666666666666,27,1,[]
1556,"[217297, 237374, 309563, 338042, 380689, 500586, 555151, 580123, 939408, 1080244]",10, 6180 4130,2019-02-01,1,0.6666666666666666,10,1,['RECHARGELAVAGE']
1558,"[211249, 245144, 273829, 275365, 279941, 306030, 353824, 416623, 463510, 554079, 575459, 582622, 599279, 621707, 632424, 954307, 1219843, 1238198]",18, 479,2019-02-01,1,0.6666666666666666,18,1,[]
1559,"[245144, 275365, 353824, 416623, 575459]",5, 479 1615,2019-02-01,1,0.6666666666666666,5,1,['CRFLANNATURE']
1560,"[245144, 575459, 582622, 599279, 621707, 1219843, 1238198]",7, 479 699,2019-02-01,1,0.6666666666666666,7,1,[]
