,user_ids,support,itemsets,period,property_values,depth,size,firstpromo,itemset_name
36085,"[113487, 119454, 153963, 156096, 164593, 184920, 204037, 204504, 225621, 241017, 245887, 248962, 263990, 268854, 284207, 294115, 314234, 326603, 342631, 348255, 356672, 393703, 409911, 416219, 463510, 468837, 497696, 499566, 516496, 517260, 517522, 518902, 519887, 520041, 526399, 540247, 541029, 545984, 548624, 556301, 564592, 584447, 613804, 622027, 654138, 658850, 715341, 719763, 727418, 751399, 762002, 802579, 824247, 842314, 847660, 862846, 934189, 963615, 984430, 1015344, 1038069, 1066548, 1086295, 1121384, 1152114, 1162193, 1179385, 1211526, 1241616]",69, 431,2019-02-01,1,0.6666666666666666,69,1,['CAFE EXPRESSO']
36087,[287608],1, 4129 2946 4126 4112,2019-02-01,1,0.6666666666666666,1,1,"['LAVAGE CLU', 'REC LAVAGE PJE', 'RECHARGE LAVAGE', 'TW  LAVE GLACE']"
36088,"[190261, 263477, 291806, 334438, 472493, 489263, 518226, 526976, 549038, 580123, 979326, 1050325, 1054186, 1080209, 1111303, 1215839, 1220313]",17, 2944 4126,2019-02-01,1,0.6666666666666666,17,1,"['RECHARGE LAVAGE', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
36089,"[450399, 480899, 517175, 526976, 549038, 1051255, 1218070]",7, 2944 4125,2019-02-01,1,0.6666666666666666,7,1,"['RECHARGE LAVAGE TW - A', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
36095,"[357354, 455312]",2, 2368 4125 4112,2019-02-01,1,0.6666666666666666,2,1,"['EVIAN 50CL', 'LAVAGE CLU', 'RECHARGE LAVAGE TW - A']"
36096,"[128568, 152590, 204827, 214517, 357354, 455312]",6, 2368 4125,2019-02-01,1,0.6666666666666666,6,1,"['EVIAN 50CL', 'RECHARGE LAVAGE TW - A']"
36097,"[180952, 204400, 249382, 269906, 357354, 363138, 398830, 451156, 455312, 469049, 481424, 563379, 603945, 725135]",14, 2368 4112,2019-02-01,1,0.6666666666666666,14,1,"['EVIAN 50CL', 'LAVAGE CLU']"
36098,"[113109, 128568, 141534, 144223, 152590, 156305, 158554, 164508, 171002, 171145, 173410, 180952, 181491, 204400, 204827, 205866, 214517, 229728, 245076, 249382, 269906, 288213, 315508, 340253, 348780, 350143, 352928, 354818, 357354, 363138, 374454, 391197, 392706, 396547, 398830, 416795, 451156, 455312, 469049, 474144, 478065, 481424, 499990, 501817, 520531, 523694, 541094, 546453, 552824, 563379, 572850, 573519, 574649, 603945, 608228, 613501, 716869, 725135, 744951, 772088, 801016, 868475, 881389, 906886, 925584, 954244, 971363, 1014033, 1096242, 1121384, 1171502, 1175532]",72, 2368,2019-02-01,1,0.6666666666666666,72,1,['EVIAN 50CL']
36100,"[580123, 979326, 1111303]",3, 2944 4126 4112,2019-02-01,1,0.6666666666666666,3,1,"['LAVAGE CLU', 'RECHARGE LAVAGE', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
36101,"[275978, 460089]",2, 2944 2180,2019-02-01,1,0.6666666666666666,2,1,"['ADBLUE BIDON 5L', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
36105,"[303422, 511908, 704970, 956935]",4, 2944 4136,2019-02-01,1,0.6666666666666666,4,1,"['RECHARGE LAVAGE TW - D', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
36107,"[480899, 526976]",2, 2944 4074 4125,2019-02-01,1,0.6666666666666666,2,1,"['BIDON AD BLUE 10L', 'RECHARGE LAVAGE TW - A', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
36108,"[334438, 526976]",2, 2944 4074 4126,2019-02-01,1,0.6666666666666666,2,1,"['BIDON AD BLUE 10L', 'RECHARGE LAVAGE', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
36110,"[179988, 334438, 480899, 526976, 875601, 896389, 939722, 1236516]",8, 2944 4074,2019-02-01,1,0.6666666666666666,8,1,"['BIDON AD BLUE 10L', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
36111,"[526976, 549038]",2, 2944 4125 4126,2019-02-01,1,0.6666666666666666,2,1,"['RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - A', 'TW  LAVE GLACE DEMOUSTIQUEUR 4L']"
36113,"[744951, 1121384]",2, 2368 2369,2019-02-01,1,0.6666666666666666,2,1,"['EVIAN 1L PET*', 'EVIAN 50CL']"
36114,"[287608, 350820]",2, 4129 2946,2019-02-01,1,0.6666666666666666,2,1,"['REC LAVAGE PJE', 'TW  LAVE GLACE']"
36117,"[130464, 201921, 1107167]",3, 2180 2972 4126,2019-02-01,1,0.6666666666666666,3,1,"['ADBLUE BIDON 5L', 'RECHARGE LAVAGE', 'TXW LAVE GLACE']"
36119,"[120286, 130464, 149318, 201921, 382117, 450548, 873816, 1107167]",8, 2180 2972,2019-02-01,1,0.6666666666666666,8,1,"['ADBLUE BIDON 5L', 'TXW LAVE GLACE']"
36121,"[108805, 129105, 196976, 873816, 901144, 1107167]",6, 2180 4136,2019-02-01,1,0.6666666666666666,6,1,"['ADBLUE BIDON 5L', 'RECHARGE LAVAGE TW - D']"
36123,"[103922, 586233, 825224, 873816, 953767]",5, 2180 2968,2019-02-01,1,0.6666666666666666,5,1,"['ADBLUE BIDON 5L', 'TW 10 LINGUETTE']"
36124,[528757],1, 2180 4074 4112,2019-02-01,1,0.6666666666666666,1,1,"['ADBLUE BIDON 5L', 'BIDON AD BLUE 10L', 'LAVAGE CLU']"
36125,"[383294, 528757, 838788, 1107167, 1163746]",5, 2180 4074,2019-02-01,1,0.6666666666666666,5,1,"['ADBLUE BIDON 5L', 'BIDON AD BLUE 10L']"
36126,"[108805, 234495, 426406, 447519, 450548, 464928, 477520, 516709, 534548, 621060, 991393]",11, 2180 2946,2019-02-01,1,0.6666666666666666,11,1,"['ADBLUE BIDON 5L', 'TW  LAVE GLACE']"
36128,[228704],1, 2180 4125 4112,2019-02-01,1,0.6666666666666666,1,1,"['ADBLUE BIDON 5L', 'LAVAGE CLU', 'RECHARGE LAVAGE TW - A']"
36129,"[130464, 228704, 586233, 828186, 846913]",5, 2180 4125,2019-02-01,1,0.6666666666666666,5,1,"['ADBLUE BIDON 5L', 'RECHARGE LAVAGE TW - A']"
36131,"[130464, 165402, 198805, 201921, 234495, 477520, 611537, 612887, 653292, 827637, 1064323, 1107167]",12, 2180 4126,2019-02-01,1,0.6666666666666666,12,1,"['ADBLUE BIDON 5L', 'RECHARGE LAVAGE']"
36132,"[103922, 108805, 139363, 156490, 171103, 198805, 228704, 275978, 293851, 313130, 343869, 382117, 389709, 403177, 431807, 463903, 528757, 528917, 599725, 779784, 876693, 953767, 997163, 1020503, 1111176]",25, 2180 4112,2019-02-01,1,0.6666666666666666,25,1,"['ADBLUE BIDON 5L', 'LAVAGE CLU']"
36133,"[103922, 108805, 109978, 112841, 113838, 120286, 129105, 130464, 139363, 149318, 149980, 156490, 165402, 171103, 184838, 188478, 196976, 198805, 201921, 206093, 208231, 225255, 227626, 228704, 231301, 234495, 261061, 269666, 275978, 293851, 295397, 313130, 314636, 332348, 335643, 343869, 362617, 373369, 380881, 382117, 383055, 383294, 387857, 389709, 403177, 423953, 426406, 431807, 433095, 447519, 449975, 450548, 460089, 463903, 464928, 477520, 516709, 521710, 528757, 528917, 534548, 562023, 562172, 567128, 572651, 586233, 599725, 611537, 612887, 613217, 621060, 651923, 653292, 668592, 685675, 693572, 698499, 705461, 729030, 779784, 800736, 807093, 825224, 827637, 828186, 835783, 838788, 846913, 873816, 876693, 901144, 953767, 985710, 991393, 994488, 997163, 1011122, 1012941, 1020503, 1037769, 1064323, 1065483, 1107167, 1111176, 1163746, 1175571, 1225976]",107, 2180,2019-02-01,1,0.6666666666666666,107,1,['ADBLUE BIDON 5L']
36136,"[250204, 555714, 734723, 779524, 995860, 998545, 1058591, 1235206]",8, 1547 163,2019-02-01,1,0.6666666666666666,8,1,['SAC BOUTIQUE KRAFT']
36138,"[171103, 196976, 450548, 528917]",4, 2180 1538,2019-02-01,1,0.6666666666666666,4,1,"['ADBLUE BIDON 5L', 'RECHARGE CAFÉ CLUB 2\x80']"
36140,"[234495, 477520]",2, 2180 2946 4126,2019-02-01,1,0.6666666666666666,2,1,"['ADBLUE BIDON 5L', 'RECHARGE LAVAGE', 'TW  LAVE GLACE']"
36141,[450548],1, 2180 2946 2972 1538,2019-02-01,1,0.6666666666666666,1,1,"['ADBLUE BIDON 5L', 'RECHARGE CAFÉ CLUB 2\x80', 'TW  LAVE GLACE', 'TXW LAVE GLACE']"
36146,"[170729, 1202978]",2, 4129 2968,2019-02-01,1,0.6666666666666666,2,1,"['REC LAVAGE PJE', 'TW 10 LINGUETTE']"
36148,"[312774, 341101, 501835, 1107167, 1219333]",5, 4129 4074,2019-02-01,1,0.6666666666666666,5,1,"['BIDON AD BLUE 10L', 'REC LAVAGE PJE']"
36150,"[287608, 361384, 419307, 1107167, 1226252]",5, 4129 4126,2019-02-01,1,0.6666666666666666,5,1,"['REC LAVAGE PJE', 'RECHARGE LAVAGE']"
36151,"[287608, 387836, 501835, 506984, 525118, 600607, 741468, 749724, 790252, 1170319, 1202978, 1219333]",12, 4129 4112,2019-02-01,1,0.6666666666666666,12,1,"['LAVAGE CLU', 'REC LAVAGE PJE']"
36153,"[108765, 129603, 134545, 138395, 145772, 155384, 170729, 184904, 197750, 200564, 201887, 208815, 218465, 224646, 234827, 244680, 271265, 274836, 285732, 287608, 312774, 322061, 327025, 336040, 341101, 343539, 350820, 358181, 361384, 372572, 372863, 376854, 387836, 388979, 392833, 392865, 412468, 414778, 415562, 416555, 419307, 420016, 422630, 430278, 432995, 435521, 438646, 445663, 464519, 464868, 475454, 489861, 501835, 506984, 513469, 525118, 529543, 531486, 541689, 553602, 563748, 574838, 579553, 600607, 605319, 614102, 649714, 649774, 679237, 722327, 722810, 739929, 741468, 749724, 759771, 785547, 790252, 838612, 908504, 918260, 934354, 996264, 1011496, 1015959, 1030971, 1072461, 1107167, 1158085, 1170319, 1187758, 1202978, 1219333, 1226252, 1242689]",94, 4129,2019-02-01,1,0.6666666666666666,94,1,['REC LAVAGE PJE']
36156,"[389597, 429826, 897154, 1019603]",4, 4127 2968 4112,2019-02-01,1,0.6666666666666666,4,1,"['LAVAGE CLU', 'REC LAVAGE PJE  20 U', 'TW 10 LINGUETTE']"
36157,"[143121, 154486, 330069, 389597, 424597, 429826, 516402, 897154, 1019603, 1105858]",10, 4127 2968,2019-02-01,1,0.6666666666666666,10,1,"['REC LAVAGE PJE  20 U', 'TW 10 LINGUETTE']"
36158,"[429826, 465771]",2, 4127 4074,2019-02-01,1,0.6666666666666666,2,1,"['BIDON AD BLUE 10L', 'REC LAVAGE PJE  20 U']"
36160,"[175030, 422871, 447143, 624033, 794690, 875487, 899725]",7, 4127 4125,2019-02-01,1,0.6666666666666666,7,1,"['REC LAVAGE PJE  20 U', 'RECHARGE LAVAGE TW - A']"
36162,"[112979, 181642, 366241, 380333, 389597, 429826, 465370, 624033, 897154, 1019603, 1091502, 1196711]",12, 4127 4112,2019-02-01,1,0.6666666666666666,12,1,"['LAVAGE CLU', 'REC LAVAGE PJE  20 U']"
36163,"[112979, 139416, 143121, 154486, 162796, 172305, 175030, 181624, 181642, 185215, 189855, 195211, 208744, 227626, 236598, 242232, 249816, 271158, 293652, 300745, 310952, 330069, 332788, 346950, 353744, 364850, 366241, 366593, 375949, 380333, 389597, 401272, 409352, 422871, 424597, 429826, 447143, 449596, 449925, 451129, 463278, 464835, 465370, 465771, 471256, 474442, 476646, 477056, 483240, 516402, 517918, 528869, 531668, 554525, 560324, 574649, 592856, 606739, 617626, 624033, 651586, 728393, 731930, 794690, 795567, 804528, 821793, 831612, 832718, 875487, 897154, 899725, 923784, 932199, 947757, 1019603, 1091025, 1091502, 1102967, 1105858, 1181760, 1187405, 1196711, 1218585, 1224446]",85, 4127,2019-02-01,1,0.6666666666666666,85,1,['REC LAVAGE PJE  20 U']
36164,[227626],1, 4127 2180,2019-02-01,1,0.6666666666666666,1,1,"['ADBLUE BIDON 5L', 'REC LAVAGE PJE  20 U']"
36165,"[117790, 121128, 157112, 166799, 191307, 192516, 193056, 211149, 219957, 290527, 314138, 316368, 449661, 486524, 494923, 568886, 603359, 608425, 615217, 671210, 721553, 760736, 815181, 833231, 864748, 890276, 902580, 905482, 999588, 1018638, 1030310, 1037190, 1220333]",33, 4131,2019-02-01,1,0.6666666666666666,33,1,['LAVAGE 2 PLEIN TARIF']
36166,"[121128, 219957, 314138, 486524, 603359, 890276]",6, 4131 4112,2019-02-01,1,0.6666666666666666,6,1,"['LAVAGE 2 PLEIN TARIF', 'LAVAGE CLU']"
36167,"[121128, 890276, 1030310, 1037190]",4, 4131 4126,2019-02-01,1,0.6666666666666666,4,1,"['LAVAGE 2 PLEIN TARIF', 'RECHARGE LAVAGE']"
36168,"[127538, 245072, 873816]",3, 2121 2968,2019-02-01,1,0.6666666666666666,3,1,['TW 10 LINGUETTE']
36169,"[121128, 447321, 472493, 1163901]",4, 2121 1538 4126,2019-02-01,1,0.6666666666666666,4,1,"['RECHARGE CAFÉ CLUB 2\x80', 'RECHARGE LAVAGE']"
36170,"[121128, 274836, 447321, 472493, 1163901]",5, 2121 1538,2019-02-01,1,0.6666666666666666,5,1,['RECHARGE CAFÉ CLUB 2\x80']
36171,"[121128, 132253, 1063971]",3, 2121 4125 4126 4112,2019-02-01,1,0.6666666666666666,3,1,"['LAVAGE CLU', 'RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - A']"
36172,"[121128, 132253, 762882, 1029030, 1063971]",5, 2121 4125 4126,2019-02-01,1,0.6666666666666666,5,1,"['RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - A']"
36173,"[121128, 132253, 245072, 762882, 1029030, 1063971]",6, 2121 4125,2019-02-01,1,0.6666666666666666,6,1,['RECHARGE LAVAGE TW - A']
36174,"[121128, 127538, 132253, 145478, 195864, 239147, 287831, 422901, 614909, 622767, 1063971]",11, 2121 4126 4112,2019-02-01,1,0.6666666666666666,11,1,"['LAVAGE CLU', 'RECHARGE LAVAGE']"
36175,"[121128, 127538, 130756, 132253, 141332, 145478, 157503, 175853, 195864, 234495, 239147, 258020, 259630, 287831, 290337, 317870, 327610, 341253, 365510, 422497, 422901, 447321, 465110, 472493, 475855, 483161, 497223, 518226, 520978, 526887, 535047, 536854, 591109, 611537, 614909, 622767, 762882, 835212, 849882, 869139, 904772, 955263, 984988, 1000212, 1021980, 1029030, 1063971, 1122033, 1158650, 1163901, 1168051, 1226252]",52, 2121 4126,2019-02-01,1,0.6666666666666666,52,1,['RECHARGE LAVAGE']
36176,"[121128, 127538, 132253, 145478, 195864, 239147, 287831, 422901, 484505, 614909, 622767, 749724, 1063971, 1112698]",14, 2121 4112,2019-02-01,1,0.6666666666666666,14,1,['LAVAGE CLU']
36177,"[121128, 127538, 130756, 132253, 141332, 145478, 157503, 164245, 175853, 195864, 200564, 234495, 239147, 245072, 256742, 258020, 259630, 274836, 287831, 290337, 317870, 327610, 341253, 365510, 422497, 422901, 447321, 453207, 465110, 472493, 475855, 483161, 484505, 484507, 497223, 518226, 520978, 526887, 535047, 536854, 591109, 611537, 614909, 622767, 749724, 762882, 835212, 849882, 869139, 873816, 904772, 955263, 984988, 1000212, 1017280, 1021980, 1029030, 1063971, 1112698, 1122033, 1158650, 1163901, 1168051, 1219925, 1226252]",65, 2121,2019-02-01,1,0.6666666666666666,65,1,[]
36185,"[113487, 114216, 116969, 123777, 148440, 156096, 162055, 176862, 219159, 231223, 233569, 236355, 245887, 255304, 264552, 266265, 276151, 278593, 310847, 313130, 319251, 343979, 399691, 408547, 416623, 447204, 463510, 478639, 480562, 490858, 518714, 519885, 523273, 540247, 565366, 590404, 599727, 600449, 605982, 626293, 673938, 806597, 842314, 847660, 849327, 899638, 918367, 995709, 1056623, 1075098, 1081436, 1186493, 1225196]",53, 1738,2019-02-01,1,0.6666666666666666,53,1,['CR CAFE EXPRESSO']
36190,"[113487, 156096, 245887, 463510, 540247, 842314, 847660]",7, 1738 431,2019-02-01,1,0.6666666666666666,7,1,"['CAFE EXPRESSO', 'CR CAFE EXPRESSO']"
36192,[245072],1, 2121 2968 4125,2019-02-01,1,0.6666666666666666,1,1,"['RECHARGE LAVAGE TW - A', 'TW 10 LINGUETTE']"
36193,"[447321, 465110]",2, 2121 4136 4126,2019-02-01,1,0.6666666666666666,2,1,"['RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - D']"
36195,"[156096, 225621, 540247]",3, 3509 431,2019-02-01,1,0.6666666666666666,3,1,"['CAFE EXPRESSO', 'CRISTALINE 50CL']"
36201,"[156705, 163934, 398830, 446067, 447204, 540247, 910611]",7, 3509 4112,2019-02-01,1,0.6666666666666666,7,1,"['CRISTALINE 50CL', 'LAVAGE CLU']"
36202,"[152992, 156096, 156578, 156705, 163934, 204328, 225621, 234859, 241393, 276711, 278702, 318551, 319114, 335685, 339524, 347476, 392959, 398830, 402831, 429537, 446067, 447204, 460415, 480562, 540247, 545945, 590154, 596213, 754409, 754789, 769158, 867045, 885562, 899638, 910611, 978552, 982614, 995860, 1008136, 1011380, 1019250, 1060391, 1171502, 1177989]",44, 3509,2019-02-01,1,0.6666666666666666,44,1,['CRISTALINE 50CL']
36204,"[164245, 274836, 447321, 453207, 465110, 484505, 484507, 873816, 1017280, 1219925]",10, 2121 4136,2019-02-01,1,0.6666666666666666,10,1,['RECHARGE LAVAGE TW - D']
36212,"[873816, 1017280]",2, 2121 2972 4136,2019-02-01,1,0.6666666666666666,2,1,"['RECHARGE LAVAGE TW - D', 'TXW LAVE GLACE']"
36214,"[365510, 483161, 873816, 1017280]",4, 2121 2972,2019-02-01,1,0.6666666666666666,4,1,['TXW LAVE GLACE']
36215,"[274836, 447321]",2, 2121 4136 1538,2019-02-01,1,0.6666666666666666,2,1,"['RECHARGE CAFÉ CLUB 2\x80', 'RECHARGE LAVAGE TW - D']"
36221,"[121128, 191307, 615217, 905482, 1220333]",5, 4132 4131,2019-02-01,1,0.6666666666666666,5,1,"['LAVAGE 2 PLEIN TARIF', 'LAVAGE 3 PLEIN']"
36224,[415543],1, 4132 2972 4125,2019-02-01,1,0.6666666666666666,1,1,"['LAVAGE 3 PLEIN', 'RECHARGE LAVAGE TW - A', 'TXW LAVE GLACE']"
36225,"[415543, 975853]",2, 4132 2972,2019-02-01,1,0.6666666666666666,2,1,"['LAVAGE 3 PLEIN', 'TXW LAVE GLACE']"
36230,"[104424, 110899, 126662, 133892, 189157, 220492, 252606, 260024, 295048, 308467, 327482, 351525, 362740, 372592, 425001, 428875, 439310, 451913, 453036, 464404, 469298, 510669, 519885, 520727, 526399, 531164, 557602, 564534, 565366, 596217, 615243, 617055, 716325, 716537, 802579, 880558, 889462, 890216, 919345, 947024, 975449, 992218, 994488, 1007975, 1010411, 1011787, 1014536, 1014685, 1059708, 1081019, 1112588, 1162191, 1171502, 1200229, 1202592, 1204127, 1209662, 1233360, 1238217]",59, 2797,2019-02-01,1,0.6666666666666666,59,1,['COCA COLA 50CL PET']
36231,"[121128, 1168259]",2, 4132 1538 4112 4126,2019-02-01,1,0.6666666666666666,2,1,"['LAVAGE 3 PLEIN', 'LAVAGE CLU', 'RECHARGE CAFÉ CLUB 2\x80', 'RECHARGE LAVAGE']"
36232,"[121128, 415543, 905482, 1174792]",4, 4132 4125,2019-02-01,1,0.6666666666666666,4,1,"['LAVAGE 3 PLEIN', 'RECHARGE LAVAGE TW - A']"
36233,"[121128, 359007, 1168259]",3, 4132 4126 4112,2019-02-01,1,0.6666666666666666,3,1,"['LAVAGE 3 PLEIN', 'LAVAGE CLU', 'RECHARGE LAVAGE']"
36234,"[121128, 262427, 359007, 506588, 819522, 1046665, 1168259]",7, 4132 4126,2019-02-01,1,0.6666666666666666,7,1,"['LAVAGE 3 PLEIN', 'RECHARGE LAVAGE']"
36235,"[121128, 182535, 358338, 359007, 475440, 612288, 986037, 1168259, 1199933]",9, 4132 4112,2019-02-01,1,0.6666666666666666,9,1,"['LAVAGE 3 PLEIN', 'LAVAGE CLU']"
36236,"[121128, 165609, 173068, 182535, 191307, 217456, 234116, 262427, 290249, 294965, 300175, 301840, 303859, 310920, 358338, 359007, 402096, 415543, 475419, 475440, 478898, 506588, 523346, 579893, 612288, 615217, 623370, 778982, 819522, 905482, 917021, 953733, 968004, 972506, 975853, 986037, 1046665, 1115520, 1122527, 1168259, 1174792, 1199933, 1202722, 1217885, 1220283, 1220333, 1220617, 1221464, 1236011]",49, 4132,2019-02-01,1,0.6666666666666666,49,1,['LAVAGE 3 PLEIN']
36237,"[890276, 1030310, 1037190]",3, 4131 4130 4126,2019-02-01,1,0.6666666666666666,3,1,"['ASPIRATEUR', 'LAVAGE 2 PLEIN TARIF', 'RECHARGE LAVAGE']"
36238,"[316368, 568886, 760736, 833231, 890276, 1030310, 1037190, 1220333]",8, 4131 4130,2019-02-01,1,0.6666666666666666,8,1,"['ASPIRATEUR', 'LAVAGE 2 PLEIN TARIF']"
36239,"[219957, 314138]",2, 4131 4074 4112,2019-02-01,1,0.6666666666666666,2,1,"['BIDON AD BLUE 10L', 'LAVAGE 2 PLEIN TARIF', 'LAVAGE CLU']"
36240,"[219957, 314138, 1220333]",3, 4131 4074,2019-02-01,1,0.6666666666666666,3,1,"['BIDON AD BLUE 10L', 'LAVAGE 2 PLEIN TARIF']"
36242,"[121128, 506588, 1168259]",3, 4132 1538 4126,2019-02-01,1,0.6666666666666666,3,1,"['LAVAGE 3 PLEIN', 'RECHARGE CAFÉ CLUB 2\x80', 'RECHARGE LAVAGE']"
36244,"[110899, 126662, 133892, 327482, 596217, 1202592]",6, 2797 1538,2019-02-01,1,0.6666666666666666,6,1,"['COCA COLA 50CL PET', 'RECHARGE CAFÉ CLUB 2\x80']"
36245,"[110899, 133892, 526399, 716325, 994488, 1204127]",6, 2797 163,2019-02-01,1,0.6666666666666666,6,1,['COCA COLA 50CL PET']
36247,[716095],1, 4099 4130 4125 4112,2019-02-01,1,0.6666666666666666,1,1,"['ASPIRATEUR', 'LAVAGE 1 PLEIN', 'LAVAGE CLU', 'RECHARGE LAVAGE TW - A']"
36248,"[716095, 1058749]",2, 4099 4130 4125,2019-02-01,1,0.6666666666666666,2,1,"['ASPIRATEUR', 'LAVAGE 1 PLEIN', 'RECHARGE LAVAGE TW - A']"
36249,"[716095, 1037716, 1058749]",3, 4099 4130,2019-02-01,1,0.6666666666666666,3,1,"['ASPIRATEUR', 'LAVAGE 1 PLEIN']"
36252,"[219957, 1029030]",2, 4099 4074,2019-02-01,1,0.6666666666666666,2,1,"['BIDON AD BLUE 10L', 'LAVAGE 1 PLEIN']"
36257,"[1029030, 1058749]",2, 4099 4125 4126,2019-02-01,1,0.6666666666666666,2,1,"['LAVAGE 1 PLEIN', 'RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - A']"
36258,"[400788, 716095, 733528, 1241990]",4, 4099 4125 4112,2019-02-01,1,0.6666666666666666,4,1,"['LAVAGE 1 PLEIN', 'LAVAGE CLU', 'RECHARGE LAVAGE TW - A']"
36259,"[171740, 339428, 366154, 400788, 422670, 563868, 608289, 716095, 733528, 741769, 789070, 798464, 836821, 899725, 953867, 1029030, 1058749, 1061200, 1241990]",19, 4099 4125,2019-02-01,1,0.6666666666666666,19,1,"['LAVAGE 1 PLEIN', 'RECHARGE LAVAGE TW - A']"
36260,"[111432, 219957, 400788, 475440, 518800, 596052, 716095, 733528, 1048334, 1241990]",10, 4099 4112,2019-02-01,1,0.6666666666666666,10,1,"['LAVAGE 1 PLEIN', 'LAVAGE CLU']"
36261,"[111432, 120331, 171740, 214317, 219957, 226086, 281988, 317085, 339428, 366154, 394121, 400788, 422670, 475440, 510635, 518800, 523346, 555525, 556559, 563868, 566585, 596052, 608289, 716095, 733528, 741769, 789070, 798464, 836821, 868477, 899725, 953867, 1029030, 1037716, 1048334, 1058749, 1061200, 1063037, 1187667, 1187758, 1241990]",41, 4099,2019-02-01,1,0.6666666666666666,41,1,['LAVAGE 1 PLEIN']
36268,"[110899, 133892]",2, 2797 163 1538,2019-02-01,1,0.6666666666666666,2,1,"['COCA COLA 50CL PET', 'RECHARGE CAFÉ CLUB 2\x80']"
36269,"[156096, 447204, 480562, 540247, 899638]",5, 3509 1738,2019-02-01,1,0.6666666666666666,5,1,"['CR CAFE EXPRESSO', 'CRISTALINE 50CL']"
36271,"[338042, 364345, 819320, 1201555]",4, 1855 4126,2019-02-01,1,0.6666666666666666,4,1,"['CR SANDWICH CLASSIC', 'RECHARGE LAVAGE']"
36272,"[270220, 381774, 1236675]",3, 1855 163,2019-02-01,1,0.6666666666666666,3,1,['CR SANDWICH CLASSIC']
36276,"[156096, 245887]",2, 1391 1738 431,2019-02-01,1,0.6666666666666666,2,1,"['BD TARTELETTE A', 'CAFE EXPRESSO', 'CR CAFE EXPRESSO']"
36278,"[156096, 245887, 326603, 342631, 468837, 526399, 545984, 658850, 719763, 727418, 751399, 963615, 1066548]",13, 1391 431,2019-02-01,1,0.6666666666666666,13,1,"['BD TARTELETTE A', 'CAFE EXPRESSO']"
36279,"[156096, 399284]",2, 1391 2946,2019-02-01,1,0.6666666666666666,2,1,"['BD TARTELETTE A', 'TW  LAVE GLACE']"
36280,"[156096, 182205, 188513, 245887, 326603, 342631, 348456, 399284, 468837, 526399, 545984, 616225, 658850, 719763, 727418, 751399, 883094, 946483, 963615, 1066548]",20, 1391,2019-02-01,1,0.6666666666666666,20,1,['BD TARTELETTE A']
36297,"[156096, 545984]",2, 1391 891 431,2019-02-01,1,0.6666666666666666,2,1,"['BD TARTELETTE A', 'CAFE EXPRESSO']"
36304,"[150303, 826642]",2, 6722 2972 4112,2019-02-01,1,0.6666666666666666,2,1,"['LAVAGE CLU', 'SAN PELLEGRINO 1L', 'TXW LAVE GLACE']"
36307,"[140093, 149358, 150303, 163984, 167298, 171152, 176862, 184343, 240766, 252326, 274391, 305242, 307210, 314234, 370690, 379021, 552778, 604947, 618550, 714833, 826642, 913363, 1213768]",23, 6722,2019-02-01,1,0.6666666666666666,23,1,['SAN PELLEGRINO 1L']
36311,"[470752, 890276]",2, 6447 4136 4126 4112,2019-02-01,1,0.6666666666666666,2,1,"['LAVAGE CLU', 'RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - D']"
